step,pwm_l,pwm_r,comp_sig,enc_l,enc_r,target_left,target_right
367,235.0000,255.0000,-20.0000,44.5094,39.7858,42.0381,42.0610
368,235.0000,255.0000,-20.0000,44.6470,39.8776,42.0381,42.0610
369,235.0000,255.0000,-20.0000,44.7846,39.9693,42.0381,42.0610
370,235.0000,255.0000,-20.0000,44.9222,40.0839,42.0381,42.0610
371,235.0000,20.2546,-20.0000,45.0598,40.1757,42.0381,42.0610
372,235.0000,19.3374,-20.0000,45.1974,40.2903,42.0381,42.0610
373,235.0000,18.0093,-20.0000,45.3120,40.4050,42.0381,42.0610
374,235.0000,17.9909,-20.0000,45.4037,40.4967,42.0381,42.0610
375,235.0000,17.8720,-20.0000,45.4954,40.6343,42.0381,42.0610
376,235.0000,17.6584,-20.0000,45.5642,40.7489,42.0381,42.0610
377,235.0000,17.3656,-20.0000,45.6330,40.8636,42.0381,42.0610
378,235.0000,16.7452,-20.0000,45.7018,40.9782,42.0381,42.0610
379,235.0000,0.0000,-20.0000,45.7477,41.0929,42.0381,42.0610
380,235.0000,0.0000,-20.0000,45.7935,41.2075,42.0381,42.0610
381,235.0000,0.0000,-20.0000,45.8165,41.3222,42.0381,42.0610
382,235.0000,0.0000,-20.0000,45.8394,41.4368,42.0381,42.0610
383,235.0000,0.0000,-20.0000,45.8853,41.5744,42.0381,42.0610
384,235.0000,0.0000,-20.0000,45.9082,41.6890,42.0381,42.0610
385,235.0000,0.0000,-20.0000,45.9082,41.8037,42.0381,42.0610
386,235.0000,0.0000,-20.0000,45.9311,41.9183,42.0381,42.0610
387,235.0000,0.0000,-20.0000,45.9540,42.0559,42.0381,42.0610
388,235.0000,0.0000,-20.0000,45.9540,42.1706,42.0381,42.0610
389,235.0000,0.0000,-20.0000,45.9540,42.2852,42.0381,42.0610
390,235.0000,0.0000,-20.0000,45.9540,42.3999,42.0381,42.0610
391,235.0000,0.0000,-20.0000,45.9770,42.5375,42.0381,42.0610
392,235.0000,0.0000,-20.0000,45.9770,42.6521,42.0381,42.0610
393,235.0000,0.0000,-20.0000,45.9770,42.7897,42.0381,42.0610
394,235.0000,0.0000,-20.0000,45.9770,42.9043,42.0381,42.0610
395,235.0000,0.0000,-20.0000,45.9770,43.0190,42.0381,42.0610
396,235.0000,-4.8092,-20.0000,45.9770,43.1566,42.0381,42.0610
397,235.0000,-6.1850,-20.0000,45.9770,43.2712,42.0381,42.0610
398,235.0000,-7.5608,-20.0000,45.9770,43.4088,42.0381,42.0610
399,235.0000,-8.7073,-20.0000,45.9770,43.5464,42.0381,42.0610
400,235.0000,-10.0831,-20.0000,45.9770,43.6610,42.0381,42.0610
401,235.0000,-11.4589,-20.0000,45.9770,43.7986,42.0381,42.0610
402,235.0000,-12.6054,-20.0000,45.9770,43.9362,42.0381,42.0610
403,235.0000,-13.9812,-20.0000,45.9770,44.0738,42.0381,42.0610
404,235.0000,-15.3570,-20.0000,45.9770,44.1884,42.0381,42.0610
405,235.0000,-16.7329,-20.0000,45.9770,44.3260,42.0381,42.0610
406,235.0000,-17.8794,-20.0000,45.9770,44.4636,42.0381,42.0610
407,235.0000,-19.2552,-20.0000,45.9770,44.6012,42.0381,42.0610
408,235.0000,-20.6310,-20.0000,45.9770,44.7158,42.0381,42.0610
409,235.0000,-22.0068,-20.0000,45.9770,44.8534,42.0381,42.0610
410,235.0296,-23.3826,-19.9704,45.9770,44.9910,42.0381,42.0610
411,237.7798,-24.7584,-17.2202,45.9770,45.1286,42.0381,42.0610
412,240.5312,-25.9049,-14.4688,45.9770,45.2661,42.0381,42.0610
413,242.7943,-27.2807,-12.2057,45.9770,45.4037,42.0381,42.0610
414,245.5792,-28.6565,-9.4208,45.9770,45.5184,42.0381,42.0610
415,248.3298,-30.0323,-6.6702,45.9770,45.6560,42.0381,42.0610
416,251.0824,-31.4081,-3.9176,45.9770,45.7935,42.0381,42.0610
417,253.8332,-32.5547,-1.1668,45.9770,45.9311,42.0381,42.0610
418,257.0740,-34.1598,2.0740,45.9540,46.0687,42.0381,42.0610
419,259.3056,-35.3063,4.3056,45.9540,46.2063,42.0381,42.0610
420,261.6004,-36.4528,6.6004,45.9540,46.2980,42.0381,42.0610
421,263.4016,-37.3700,8.4016,45.9540,46.3897,42.0381,42.0610
422,265.2351,-38.2872,10.2351,45.9540,46.4814,42.0381,42.0610
423,266.5765,-38.9751,11.5765,45.9540,46.5502,42.0381,42.0610
424,267.9521,-39.6630,12.9521,45.9540,46.6190,42.0381,42.0610
425,268.8345,-40.1216,13.8345,45.9540,46.6649,42.0381,42.0610
426,269.7510,-40.5802,14.7510,45.9540,46.7107,42.0381,42.0610
427,270.6684,-41.0388,15.6684,45.9540,46.7566,42.0381,42.0610
428,271.5863,-41.4974,16.5863,45.9540,46.8025,42.0381,42.0610
429,272.0073,-41.7267,17.0073,45.9540,46.8254,42.0381,42.0610
430,272.9612,-42.1853,17.9612,45.9540,46.8713,42.0381,42.0610
431,273.3830,-42.4146,18.3830,45.9540,46.8942,42.0381,42.0610
432,273.8417,-42.6439,18.8416,45.9540,46.9171,42.0381,42.0610
433,274.3002,-42.8732,19.3001,45.9540,46.9400,42.0381,42.0610
434,274.7589,-43.1025,19.7589,45.9540,46.9630,42.0381,42.0610
435,274.7199,-43.1025,19.7199,45.9540,46.9630,42.0381,42.0610
436,275.0000,-43.3318,20.0000,45.9540,46.9859,42.0381,42.0610
437,275.0000,-43.5611,20.0000,45.9540,47.0088,42.0381,42.0610
438,275.0000,-43.5611,20.0000,45.9540,47.0088,42.0381,42.0610
439,275.0000,-43.7904,20.0000,45.9540,47.0318,42.0381,42.0610
440,275.0000,-43.7904,20.0000,45.9540,47.0318,42.0381,42.0610
441,275.0000,-44.0197,20.0000,45.9540,47.0547,42.0381,42.0610
442,275.0000,-44.0197,20.0000,45.9540,47.0547,42.0381,42.0610
443,275.0000,-44.0197,20.0000,45.9540,47.0547,42.0381,42.0610
444,275.0000,-44.2490,20.0000,45.9540,47.0776,42.0381,42.0610
445,275.0000,-44.2490,20.0000,45.9540,47.0776,42.0381,42.0610
446,275.0000,-44.2490,20.0000,45.9540,47.0776,42.0381,42.0610
447,275.0000,-44.2490,20.0000,45.9540,47.0776,42.0381,42.0610
448,275.0000,-44.2490,20.0000,45.9540,47.1006,42.0381,42.0610
449,275.0000,-44.4783,20.0000,45.9540,47.1006,42.0381,42.0610
450,275.0000,-44.4783,20.0000,45.9540,47.1006,42.0381,42.0610
451,275.0000,-44.4783,20.0000,45.9540,47.1006,42.0381,42.0610
452,275.0000,-44.4783,20.0000,45.9540,47.1006,42.0381,42.0610
453,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
454,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
455,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
456,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
457,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
458,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
459,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
460,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
461,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
462,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
463,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
464,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
465,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
466,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
467,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
468,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
469,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
470,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
471,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
472,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
473,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
474,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
475,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
476,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
477,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
478,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
479,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
480,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
481,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
482,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
483,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
484,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
485,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
486,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
487,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
488,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
489,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
490,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
491,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
492,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
493,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
494,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
495,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
496,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
497,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
498,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
499,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
500,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
501,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
502,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
503,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
504,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
505,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
506,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
507,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
508,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
509,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
510,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
511,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
512,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
513,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
514,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
515,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
516,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
517,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
518,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
519,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
520,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
521,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
522,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
523,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
524,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
525,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
526,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
527,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
528,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
529,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
530,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
531,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
532,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
533,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
534,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
535,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
536,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
537,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
538,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
539,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
540,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
541,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
542,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
543,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
544,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
545,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
546,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
547,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
548,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
549,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
550,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
551,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
552,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
553,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
554,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
555,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
556,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
557,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
558,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
559,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
560,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
561,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
562,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
563,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
564,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
565,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
566,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
567,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
568,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
569,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
570,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
571,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
572,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
573,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
574,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
575,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
576,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
577,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
578,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
579,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
580,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
581,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
582,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
583,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
584,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
585,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
586,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
587,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
588,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
589,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
590,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
591,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
592,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
593,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
594,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
595,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
596,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
597,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
598,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
599,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
600,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
601,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
602,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
603,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
604,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
605,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
606,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
607,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
608,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
609,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
610,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
611,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
612,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
613,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
614,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
615,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
616,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
617,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
618,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
619,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
620,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
621,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
622,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
623,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
624,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
625,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
626,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
627,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
628,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
629,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
630,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
631,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
632,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
633,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
634,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
635,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
636,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
637,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
638,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
639,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
640,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
641,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
642,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
643,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
644,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
645,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
646,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
647,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
648,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
649,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
650,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
651,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
652,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
653,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
654,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
655,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
656,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
657,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
658,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
659,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
660,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
661,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
662,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
663,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
664,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
665,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
666,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
667,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
668,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
669,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
670,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
671,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
672,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
673,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
674,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
675,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
676,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
677,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
678,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
679,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
680,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
681,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
682,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
683,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
684,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
685,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
686,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
687,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
688,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
689,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
690,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
691,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
692,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
693,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
694,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
695,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
696,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
697,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
698,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
699,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
700,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
701,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
702,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
703,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
704,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
705,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
706,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
707,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
708,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
709,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
710,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
711,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
712,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
713,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
714,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
715,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
716,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
717,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
718,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
719,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
720,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
721,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
722,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
723,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
724,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
725,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
726,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
727,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
728,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
729,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
730,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
731,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
732,275.0000,-44.7076,20.0000,45.9540,47.1235,42.0381,42.0610
